omega,tau,n,m,c_ratio,q,seed,s_true_centered,s_true_mod_q,e_true,w_babai,s_hat_babai,babai_secret_success,elapsed_sec
0.5,0.25,14,24,1.65,17,136,"[0, 0, -1, 1, 0, 0, -1, 0, 1, 0, 1, 1, -1, -1]","[0, 0, 16, 1, 0, 0, 16, 0, 1, 0, 1, 1, 16, 16]","[0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0]","[0, -6, -1, -2, -5, 5, -1, 3, 1, 7, -4, 7, -1, 6, -8, 6, 4, 5, 6, 8, 4, -5, -7, 7]","[0, 0, 16, 1, 0, 0, 16, 0, 1, 0, 1, 1, 16, 16]",True,0.6359999179840088
0.5,0.25,14,24,1.65,17,137,"[-1, -1, 0, 1, 0, 1, 1, 0, 1, -1, 0, -1, 0, 0]","[16, 16, 0, 1, 0, 1, 1, 0, 1, 16, 0, 16, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, -4, -1, -7, 7, -4, 4, 3, -8, 3, -1, 4, -6, 2, -2, -3, -4, 3, -7, 8, -8, 0, -7]","[16, 16, 0, 1, 0, 1, 1, 0, 1, 16, 0, 16, 0, 0]",True,0.8382201194763184
0.5,0.25,14,24,1.65,17,138,"[-1, 0, 0, 0, 1, -1, 1, 1, -1, 0, 1, 0, -1, 0]","[16, 0, 0, 0, 1, 16, 1, 1, 16, 0, 1, 0, 16, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[-5, 1, 5, 9, -1, -2, -2, 5, 8, -6, -2, -6, -4, -5, 1, -7, 5, -6, 6, -8, 8, 7, 0, -5]","[14, 3, 14, 13, 3, 8, 7, 2, 13, 12, 12, 4, 13, 0]",False,0.7344820499420166
0.5,0.25,14,24,1.65,17,139,"[0, -1, 0, 0, -1, 0, 0, 1, 1, -1, 0, 1, -1, 1]","[0, 16, 0, 0, 16, 0, 0, 1, 1, 16, 0, 1, 16, 1]","[0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, -1, -1, 0]","[-4, 8, -1, 3, -2, 8, 4, 6, 8, -7, 2, 2, 1, -3, -2, 1, 4, 0, -3, 6, 0, -6, 6, 5]","[16, 14, 16, 2, 6, 11, 1, 5, 1, 14, 12, 3, 12, 3]",False,0.7808539867401123
0.5,0.25,14,24,1.65,17,140,"[1, 0, -1, 0, -1, 1, 0, 0, 1, -1, -1, 0, 0, 1]","[1, 0, 16, 0, 16, 1, 0, 0, 1, 16, 16, 0, 0, 1]","[0, 1, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0]","[-8, -4, -5, 5, 1, -7, 4, -2, -1, 5, 1, -6, -7, 2, -1, -6, -5, -3, 5, 2, 4, -1, 2, 6]","[1, 0, 16, 0, 16, 1, 0, 0, 1, 16, 16, 0, 0, 1]",True,0.7397639751434326
0.5,0.25,14,24,1.65,17,141,"[0, -1, -1, 1, -1, 0, 1, -1, 1, 0, 0, 0, 1, 0]","[0, 16, 16, 1, 16, 0, 1, 16, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 1, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0]","[7, 3, 7, -1, 6, 4, -7, -2, 8, -7, -7, -3, 4, 2, 3, -7, 0, 1, 0, -5, 3, 5, -2, -2]","[0, 16, 16, 1, 16, 0, 1, 16, 1, 0, 0, 0, 1, 0]",True,0.7776010036468506
0.5,0.25,14,24,1.65,17,142,"[0, 0, 0, 0, -1, 1, 1, 0, 1, -1, 1, 0, -1, -1]","[0, 0, 0, 0, 16, 1, 1, 0, 1, 16, 1, 0, 16, 16]","[0, 0, -1, 0, -1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, -1, 0, 0, 1, -1, 0]","[7, 7, -1, -3, 3, 6, 6, 7, 2, 2, 8, 7, 6, -9, 7, 0, -4, -6, -6, 8, 0, -7, 5, -3]","[0, 0, 0, 0, 16, 1, 1, 0, 1, 16, 1, 0, 16, 16]",True,0.7918069362640381
0.5,0.25,14,24,1.65,17,143,"[1, 0, -1, -1, 0, 0, 1, -1, 0, 0, 1, 1, 0, -1]","[1, 0, 16, 16, 0, 0, 1, 16, 0, 0, 1, 1, 0, 16]","[0, 0, 0, -1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[-2, -2, 8, -5, 1, -1, 4, -5, 6, 2, 0, -8, 4, 7, -3, -2, -4, 2, -9, -4, 3, 2, -2, 5]","[1, 0, 16, 16, 0, 0, 1, 16, 0, 0, 1, 1, 0, 16]",True,0.8350100517272949
0.5,0.25,14,24,1.65,17,144,"[1, 0, 0, 1, 0, 0, -1, -1, -1, 1, 1, 0, -1, 0]","[1, 0, 0, 1, 0, 0, 16, 16, 16, 1, 1, 0, 16, 0]","[0, -1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[1, 1, 4, 5, -7, 3, 0, -2, -2, -4, -5, -10, 7, 4, -9, 7, -8, 4, -10, -7, -4, -8, -5, -1]","[4, 8, 12, 1, 10, 2, 16, 2, 13, 14, 0, 5, 11, 16]",False,0.7919027805328369
0.5,0.25,14,24,1.65,17,145,"[1, -1, 0, 0, -1, 0, 1, 0, -1, 0, -1, 0, 1, 1]","[1, 16, 0, 0, 16, 0, 1, 0, 16, 0, 16, 0, 1, 1]","[-1, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, -1, 1, 0, 0, 0, 1, 0, -1, 0, -1, -1, 0, 0]","[-2, -6, -7, -1, -5, -4, 7, 1, -5, 3, 3, -6, 6, 6, 2, -6, -1, -2, -3, 1, -5, -5, -8, 2]","[2, 14, 3, 14, 16, 6, 0, 9, 8, 13, 2, 15, 12, 16]",False,0.7988269329071045
0.5,0.25,14,24,1.65,17,146,"[1, 1, 1, -1, -1, 0, 0, 0, 0, -1, -1, 0, 0, 1]","[1, 1, 1, 16, 16, 0, 0, 0, 0, 16, 16, 0, 0, 1]","[0, 1, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[-6, -8, 3, 8, -8, -7, -6, 2, -3, 0, -7, 2, 2, 8, 9, -7, -8, 4, -1, -3, 3, 5, 8, 2]","[1, 1, 1, 16, 16, 0, 0, 0, 0, 16, 16, 0, 0, 1]",True,0.6460039615631104
0.5,0.25,14,24,1.65,17,147,"[-1, -1, -1, 0, 1, 1, 0, 0, 0, 0, 0, -1, 1, 1]","[16, 16, 16, 0, 1, 1, 0, 0, 0, 0, 0, 16, 1, 1]","[0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, -1, 0, 0, 0, -1]","[-1, 7, -5, 6, -6, -6, 0, 0, 6, -6, -5, -8, -5, 1, -6, -3, 8, 0, -4, -1, -6, 5, 0, -1]","[11, 10, 10, 10, 15, 14, 7, 13, 0, 0, 8, 13, 16, 6]",False,0.7011299133300781
0.5,0.25,14,24,1.65,17,148,"[0, 0, 1, 0, 0, -1, 0, 1, 0, -1, -1, 1, 1, -1]","[0, 0, 1, 0, 0, 16, 0, 1, 0, 16, 16, 1, 1, 16]","[-1, 0, 0, 1, 0, -1, 0, 0, -1, 0, 0, -1, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0]","[-5, -7, 3, 0, -8, -7, 0, 1, 9, 0, 4, 2, 5, 9, -1, 1, 1, -5, 3, 4, 0, -3, -3, -6]","[0, 0, 1, 0, 0, 16, 0, 1, 0, 16, 16, 1, 1, 16]",True,0.691544771194458
0.5,0.25,14,24,1.65,17,149,"[0, 0, -1, -1, 1, -1, -1, 0, 1, 0, 0, 1, 1, 0]","[0, 0, 16, 16, 1, 16, 16, 0, 1, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[4, 4, 0, 6, -3, -8, 8, 2, 8, -6, -5, -8, 2, 8, -1, -8, 3, 2, -4, -7, 7, 0, 2, -2]","[0, 0, 16, 16, 1, 16, 16, 0, 1, 0, 0, 1, 1, 0]",True,0.7666530609130859
0.5,0.25,14,24,1.65,17,150,"[0, -1, 1, -1, -1, 1, 0, 0, 0, 0, 1, 1, -1, 0]","[0, 16, 1, 16, 16, 1, 0, 0, 0, 0, 1, 1, 16, 0]","[1, -1, 1, 0, 0, -1, 0, 0, 0, 0, 0, -1, -1, 0, 0, -1, 0, 0, 0, 0, 1, 0, 1, 0]","[7, 0, 3, 6, 3, -5, 4, 3, 5, 7, -2, 9, 9, -4, 8, -3, 5, 7, 6, -4, -7, 1, 3, 3]","[0, 16, 1, 16, 16, 1, 0, 0, 0, 0, 1, 1, 16, 0]",True,0.8508479595184326
0.5,0.25,14,24,1.65,17,151,"[-1, 0, 1, 0, 1, 0, 1, 0, 1, -1, 0, -1, 0, -1]","[16, 0, 1, 0, 1, 0, 1, 0, 1, 16, 0, 16, 0, 16]","[0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[1, -3, 1, -8, -6, -5, 6, -3, 2, -2, -2, 5, -7, -3, -3, -3, 4, -5, -1, 8, 6, -2, -2, -4]","[16, 0, 1, 0, 1, 0, 1, 0, 1, 16, 0, 16, 0, 16]",True,0.6775310039520264
0.5,0.25,14,24,1.65,17,152,"[0, 1, 0, 0, 0, -1, 1, -1, 1, -1, 0, 1, -1, 0]","[0, 1, 0, 0, 0, 16, 1, 16, 1, 16, 0, 1, 16, 0]","[0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, -1]","[-3, 7, -5, -3, -7, 6, -8, -1, 4, 1, -4, -4, -5, 1, 3, 4, -6, -6, -2, -1, -5, -5, -1, -7]","[10, 7, 6, 16, 14, 11, 6, 9, 0, 14, 9, 8, 0, 9]",False,0.7877719402313232
0.5,0.25,14,24,1.65,17,153,"[0, 0, -1, 1, -1, -1, 1, 0, 0, 1, 0, -1, 0, 1]","[0, 0, 16, 1, 16, 16, 1, 0, 0, 1, 0, 16, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0]","[4, 2, -9, -3, -7, 0, -8, 3, -7, -4, 8, 5, -8, 7, 7, 1, 0, 4, 4, -2, 5, 6, 4, -2]","[0, 0, 16, 1, 16, 16, 1, 0, 0, 1, 0, 16, 0, 1]",True,0.8364479541778564
0.5,0.25,14,24,1.65,17,154,"[1, -1, 1, -1, 0, -1, 0, 0, 0, 0, 1, 1, -1, 0]","[1, 16, 1, 16, 0, 16, 0, 0, 0, 0, 1, 1, 16, 0]","[0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, -1, 0, 0, 1, 0, 0]","[4, -4, -2, -1, -6, -3, -6, 0, -5, 7, -1, -7, -4, 3, -9, -9, -2, 7, -4, -1, 5, -3, 2, -3]","[1, 16, 1, 16, 0, 16, 0, 0, 0, 0, 1, 1, 16, 0]",True,0.8377208709716797
0.5,0.25,14,24,1.65,17,155,"[1, -1, 1, 1, 0, -1, 1, 0, -1, 0, 0, -1, 0, 0]","[1, 16, 1, 1, 0, 16, 1, 0, 16, 0, 0, 16, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0, -1, 0]","[0, -2, -4, -1, -7, -2, 2, 1, 6, 0, 8, 1, 4, -2, -8, 1, 1, -1, -5, 5, -2, 2, 4, 8]","[1, 16, 1, 1, 0, 16, 1, 0, 16, 0, 0, 16, 0, 0]",True,0.7570810317993164
0.5,0.25,14,24,1.65,17,156,"[0, -1, 0, 1, 0, 1, 0, -1, 0, 1, -1, 0, -1, 1]","[0, 16, 0, 1, 0, 1, 0, 16, 0, 1, 16, 0, 16, 1]","[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 1, -1, 0, 0, 0, -1, 0, 0, 0]","[-2, 2, 8, -5, 5, 4, 5, 2, 0, 2, -2, -3, 3, 4, -9, 1, -1, -5, 4, -4, 2, -1, 6, -5]","[1, 14, 8, 11, 12, 2, 3, 1, 16, 10, 8, 4, 4, 15]",False,0.6206729412078857
0.5,0.25,14,24,1.65,17,157,"[1, 0, -1, 0, 1, 1, -1, 1, -1, -1, 0, 0, 0, 0]","[1, 0, 16, 0, 1, 1, 16, 1, 16, 16, 0, 0, 0, 0]","[-1, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[-6, 4, -5, -5, 7, -3, 5, -6, 3, -8, -2, -2, 1, 5, 6, -2, 3, -3, -2, 3, 5, 0, 2, 6]","[1, 0, 16, 0, 1, 1, 16, 1, 16, 16, 0, 0, 0, 0]",True,0.7207708358764648
0.5,0.25,14,24,1.65,17,158,"[0, 0, -1, -1, 1, -1, 1, -1, 0, 0, 0, 0, 1, 1]","[0, 0, 16, 16, 1, 16, 1, 16, 0, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, -1]","[6, 3, -6, -7, 1, 2, 1, 2, 4, 7, -2, -7, 3, 0, 3, 3, 2, 3, 6, 7, -4, -2, 8, -7]","[10, 5, 1, 13, 2, 16, 16, 0, 9, 6, 16, 9, 2, 4]",False,0.8306000232696533
0.5,0.25,14,24,1.65,17,159,"[0, -1, -1, 1, 0, 1, 0, 0, -1, 1, -1, 1, 0, 0]","[0, 16, 16, 1, 0, 1, 0, 0, 16, 1, 16, 1, 0, 0]","[1, 0, 0, 0, 0, -1, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0]","[-4, -3, 1, -4, 3, -10, 0, 7, 1, 8, 2, -11, -1, -7, -8, 2, 2, -1, 3, -6, -4, 8, 8, -6]","[10, 4, 0, 6, 11, 1, 3, 7, 10, 2, 16, 16, 10, 11]",False,0.6870589256286621
0.5,0.25,14,24,1.65,17,160,"[0, 0, -1, -1, -1, -1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 0, 16, 16, 16, 16, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, -1, -1, -1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, -1, 1, 0, -1]","[-2, -5, 0, 7, 4, 0, -3, 0, 0, 4, -6, -2, 5, 7, -8, 7, 2, -9, 2, -4, 9, -4, 5, -4]","[13, 0, 16, 6, 8, 14, 10, 10, 3, 0, 3, 16, 12, 12]",False,0.8292999267578125
0.5,0.25,14,24,1.65,17,161,"[1, -1, 0, -1, 0, 0, 1, 1, -1, 0, 1, -1, 0, 0]","[1, 16, 0, 16, 0, 0, 1, 1, 16, 0, 1, 16, 0, 0]","[0, 0, -1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 1]","[6, 4, -3, 3, 8, 0, 5, 3, -6, 7, 1, 2, 2, -2, 5, 8, -8, 2, 1, -8, -1, 0, -4, 5]","[1, 16, 0, 16, 0, 0, 1, 1, 16, 0, 1, 16, 0, 0]",True,0.8708460330963135
0.5,0.25,14,24,1.65,17,162,"[0, -1, -1, 0, 0, -1, 1, 1, 0, 0, 1, 1, 0, -1]","[0, 16, 16, 0, 0, 16, 1, 1, 0, 0, 1, 1, 0, 16]","[-1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0]","[-2, 0, -4, -2, -8, -5, 6, 5, 7, -5, -7, 0, -3, 10, -2, -7, -7, 1, 0, 7, 3, 8, 6, 0]","[11, 13, 3, 8, 15, 14, 12, 13, 13, 4, 10, 2, 13, 2]",False,0.634056806564331
0.5,0.25,14,24,1.65,17,163,"[1, 1, 0, 0, -1, 0, 1, 0, -1, -1, -1, 0, 0, 1]","[1, 1, 0, 0, 16, 0, 1, 0, 16, 16, 16, 0, 0, 1]","[0, -1, 0, 1, 0, 0, 1, 0, 1, -1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, -1, 0, 0]","[-3, 7, -3, -1, -5, -8, 8, 1, -7, -3, 4, -6, 0, 3, 8, -1, 4, -4, 6, 5, -3, 4, -2, -3]","[16, 14, 16, 8, 12, 14, 10, 0, 0, 1, 0, 5, 2, 13]",False,0.8530378341674805
0.5,0.25,14,24,1.65,17,164,"[-1, 0, 0, -1, 0, -1, 0, 1, 1, 1, 1, 0, 0, -1]","[16, 0, 0, 16, 0, 16, 0, 1, 1, 1, 1, 0, 0, 16]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, -1, 0, -1]","[4, 10, 6, -4, 5, 7, 0, -9, 8, 1, 6, 4, -4, 4, -7, -5, -2, 7, 4, 9, 6, 2, -5, -7]","[5, 0, 5, 12, 4, 4, 2, 5, 9, 5, 8, 12, 11, 6]",False,0.7641830444335938
0.5,0.25,14,24,1.65,17,165,"[-1, 1, 1, 1, -1, 1, -1, 0, 0, 0, 0, -1, 0, 0]","[16, 1, 1, 1, 16, 1, 16, 0, 0, 0, 0, 16, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0]","[3, -1, 5, -2, -5, 5, -7, 1, 8, 6, -2, 3, -4, -8, 8, -5, 8, -6, 6, 0, 1, 5, 1, 0]","[16, 1, 1, 1, 16, 1, 16, 0, 0, 0, 0, 16, 0, 0]",True,0.719052791595459
0.5,0.25,14,24,1.65,17,166,"[-1, 0, -1, 1, 0, -1, 0, -1, 0, 0, 1, 0, 1, 1]","[16, 0, 16, 1, 0, 16, 0, 16, 0, 0, 1, 0, 1, 1]","[0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 1, 1, 0, 0, 0, 1, 0, -1, 0]","[7, -4, 4, -1, 2, 0, -4, -6, -1, -1, 4, 6, 4, -1, -6, -1, 5, 3, 4, -6, -2, -3, -4, -4]","[16, 0, 16, 1, 0, 16, 0, 16, 0, 0, 1, 0, 1, 1]",True,0.8654918670654297
0.5,0.25,14,24,1.65,17,167,"[0, -1, 0, 1, 1, 0, -1, 0, -1, -1, 0, 0, 1, 1]","[0, 16, 0, 1, 1, 0, 16, 0, 16, 16, 0, 0, 1, 1]","[0, -1, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, -1, 0]","[-5, -9, -8, -4, 6, -1, -6, -5, 2, 5, -5, 8, -1, -7, 1, 8, -4, -8, 1, -5, -6, -7, 4, -6]","[7, 13, 0, 8, 15, 13, 0, 12, 6, 9, 8, 3, 13, 2]",False,0.600754976272583
0.5,0.25,14,24,1.65,17,168,"[1, 0, 1, -1, -1, -1, 1, 0, 1, 0, 0, -1, 0, 0]","[1, 0, 1, 16, 16, 16, 1, 0, 1, 0, 0, 16, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 1, 0, -1, 0, 0]","[-6, 4, 8, 7, 4, 3, -6, -5, -8, 2, 0, -3, 3, -1, 0, -7, 6, 0, 6, 2, -3, -5, 8, -4]","[1, 0, 1, 16, 16, 16, 1, 0, 1, 0, 0, 16, 0, 0]",True,0.8122608661651611
0.5,0.25,14,24,1.65,17,169,"[-1, 0, 0, 1, 0, -1, -1, 0, 1, -1, 1, 1, 0, 0]","[16, 0, 0, 1, 0, 16, 16, 0, 1, 16, 1, 1, 0, 0]","[-1, 0, 0, 1, 0, 1, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0]","[-6, -5, 5, -3, 2, -5, 4, -5, -2, 3, -1, 3, 6, 8, 5, -2, -7, -8, 6, 7, -5, 0, -5, -5]","[16, 0, 0, 1, 0, 16, 16, 0, 1, 16, 1, 1, 0, 0]",True,0.5744709968566895
0.5,0.25,14,24,1.65,17,170,"[0, 1, 0, 0, 1, -1, 1, -1, 1, -1, 0, -1, 0, 0]","[0, 1, 0, 0, 1, 16, 1, 16, 1, 16, 0, 16, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0]","[-4, 0, 4, 5, 8, -1, -3, -2, 4, 3, 6, 3, -4, -3, -1, 2, -4, 3, 3, 8, 0, 3, 1, 3]","[0, 1, 0, 0, 1, 16, 1, 16, 1, 16, 0, 16, 0, 0]",True,0.7455410957336426
0.5,0.25,14,24,1.65,17,171,"[-1, -1, 0, 0, 1, 0, -1, -1, 0, 1, 0, 0, 1, 1]","[16, 16, 0, 0, 1, 0, 16, 16, 0, 1, 0, 0, 1, 1]","[0, -1, 1, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0]","[-3, -7, 4, -2, 8, -4, 8, 0, 8, 4, -2, 8, 3, -3, 3, -1, -3, 4, 6, -1, 2, 0, -1, 3]","[16, 16, 0, 0, 1, 0, 16, 16, 0, 1, 0, 0, 1, 1]",True,0.7016651630401611
0.5,0.25,14,24,1.65,17,172,"[0, 1, 0, 1, -1, 0, 0, 1, 1, -1, -1, -1, 0, 0]","[0, 1, 0, 1, 16, 0, 0, 1, 1, 16, 16, 16, 0, 0]","[0, 0, 1, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -1, 0, -1]","[-8, -8, 12, 3, -7, 3, 7, 4, -2, 4, 6, -5, -6, -2, 4, 8, 0, 2, -8, -3, -3, -8, 8, -3]","[0, 10, 6, 13, 4, 14, 0, 16, 9, 1, 4, 0, 6, 12]",False,0.864647388458252
0.5,0.25,14,24,1.65,17,173,"[0, 1, 1, 0, 0, -1, 0, 0, 0, 1, -1, -1, -1, 1]","[0, 1, 1, 0, 0, 16, 0, 0, 0, 1, 16, 16, 16, 1]","[1, 0, 1, 0, 0, 1, -1, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0]","[-5, 8, -8, 2, -3, -2, 5, 4, -2, -8, 2, 7, -5, -4, -3, -4, -2, 4, 5, 7, -3, 7, -8, 3]","[0, 1, 1, 0, 0, 16, 0, 0, 0, 1, 16, 16, 16, 1]",True,0.630652904510498
0.5,0.25,14,24,1.65,17,174,"[-1, 0, 1, 0, -1, 0, 0, 1, 0, 1, -1, 0, -1, 1]","[16, 0, 1, 0, 16, 0, 0, 1, 0, 1, 16, 0, 16, 1]","[0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 1, 0, 0]","[5, 8, 6, 1, 2, -6, -8, -4, 0, -4, 7, 8, -1, 3, -3, -5, 8, -5, -7, -1, 5, -3, 8, 7]","[16, 0, 1, 0, 16, 0, 0, 1, 0, 1, 16, 0, 16, 1]",True,0.7247138023376465
0.5,0.25,14,24,1.65,17,175,"[0, -1, 0, 0, 1, 0, 0, -1, 1, 1, -1, -1, 0, 1]","[0, 16, 0, 0, 1, 0, 0, 16, 1, 1, 16, 16, 0, 1]","[-1, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, -1, 0, 1, 0, 1, 0, 0, 0, -1, -1]","[-2, -2, -8, -7, 1, 8, -8, -8, -6, 2, 1, 7, 1, -4, -3, 6, 1, 2, 1, 0, 5, 1, 6, 2]","[6, 9, 14, 9, 14, 16, 14, 10, 4, 6, 15, 2, 2, 13]",False,0.7755558490753174
0.5,0.25,14,24,1.65,17,176,"[-1, 1, 1, -1, 0, -1, 0, 1, 0, 0, 0, -1, 0, 1]","[16, 1, 1, 16, 0, 16, 0, 1, 0, 0, 0, 16, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, -1, -1, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0]","[-8, 6, -3, -7, -8, 0, -6, 2, 7, 3, 7, -7, 7, -5, 6, -2, 0, -6, 0, -2, 6, 0, 2, 2]","[16, 1, 1, 16, 0, 16, 0, 1, 0, 0, 0, 16, 0, 1]",True,0.7955849170684814
0.5,0.25,14,24,1.65,17,177,"[-1, 0, 1, -1, -1, 0, 1, 1, 1, 0, -1, 0, 0, 0]","[16, 0, 1, 16, 16, 0, 1, 1, 1, 0, 16, 0, 0, 0]","[0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -1, 0, 0, -1]","[9, 6, 8, 5, 4, 3, -3, 7, 8, 1, -1, 1, -10, 4, 6, 6, 6, -5, 2, 3, 6, -1, -4, 7]","[14, 6, 4, 14, 0, 0, 2, 13, 11, 3, 15, 5, 1, 5]",False,0.7040681838989258
0.5,0.25,14,24,1.65,17,178,"[-1, 0, 1, 0, -1, 1, 1, 0, 0, -1, 0, 0, 1, -1]","[16, 0, 1, 0, 16, 1, 1, 0, 0, 16, 0, 0, 1, 16]","[0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 1, -1, -1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[-4, 6, 6, 0, 4, -5, 8, 2, -5, -7, -7, 7, -4, 5, 2, -2, 7, 2, -5, 5, -3, -8, -2, -6]","[16, 0, 1, 0, 16, 1, 1, 0, 0, 16, 0, 0, 1, 16]",True,0.8365650177001953
0.5,0.25,14,24,1.65,17,179,"[0, 0, -1, 1, 0, 1, -1, -1, 0, 0, 1, -1, 0, 1]","[0, 0, 16, 1, 0, 1, 16, 16, 0, 0, 1, 16, 0, 1]","[1, 0, -1, 0, 0, 1, 1, 0, -1, 0, -1, 1, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 1]","[-3, 4, -5, 2, 5, 7, -6, -1, -7, -5, 5, 3, 5, -5, -4, 0, 4, 7, -4, 0, 7, 7, -8, -4]","[0, 0, 16, 1, 0, 1, 16, 16, 0, 0, 1, 16, 0, 1]",True,0.8523340225219727
0.5,0.25,14,24,1.65,17,180,"[1, 0, -1, 0, -1, 0, 0, 1, 0, -1, -1, 1, 1, 0]","[1, 0, 16, 0, 16, 0, 0, 1, 0, 16, 16, 1, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0]","[3, -1, 1, -8, -7, 3, -5, 2, 0, -5, 2, 6, 2, -7, -2, 1, 3, 3, -2, 7, 7, -2, -7, 1]","[1, 0, 16, 0, 16, 0, 0, 1, 0, 16, 16, 1, 1, 0]",True,0.667957067489624
