omega,tau,n,m,c_ratio,q,seed,s_true_centered,s_true_mod_q,e_true,w_babai,s_hat_babai,babai_secret_success,elapsed_sec
0.5,0.25,11,21,1.85,17,69,"[0, 0, 0, 1, -1, -1, -1, 1, 0, 1, 0]","[0, 0, 0, 1, 16, 16, 16, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, -1, -1, 0, 1]","[-6, -5, -5, 0, 6, 5, 4, 7, -1, -5, 0, -1, 9, -2, 5, 4, -4, 7, 0, -6, 5]","[1, 13, 2, 12, 4, 1, 9, 1, 2, 10, 14]",False,0.4170670509338379
0.5,0.25,11,21,1.85,17,70,"[0, 1, -1, 0, 0, -1, -1, 0, 0, 1, 1]","[0, 1, 16, 0, 0, 16, 16, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, -1, 1, 0, 0, 0, -1, -1]","[1, -5, 0, -2, 6, -1, -1, 4, -6, -3, 5, 1, -2, 7, 0, -6, 7, -5, 2, 7, -1]","[0, 1, 16, 0, 0, 16, 16, 0, 0, 1, 1]",True,0.44168996810913086
0.5,0.25,11,21,1.85,17,71,"[1, 0, 0, 0, -1, -1, -1, 0, 1, 0, 1]","[1, 0, 0, 0, 16, 16, 16, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, -1]","[0, -3, -3, -5, 5, 3, 4, -2, 7, 7, -5, -8, 1, -5, -1, 3, 1, 5, -2, -7, 4]","[1, 0, 0, 0, 16, 16, 16, 0, 1, 0, 1]",True,0.37119197845458984
0.5,0.25,11,21,1.85,17,72,"[-1, 0, -1, 0, 1, -1, 0, 0, 1, 1, 0]","[16, 0, 16, 0, 1, 16, 0, 0, 1, 1, 0]","[-1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0]","[-4, 7, 0, -4, 4, -7, 7, 6, 2, 4, -1, 5, 3, -8, 4, -6, -8, -3, -1, -3, -2]","[16, 0, 16, 0, 1, 16, 0, 0, 1, 1, 0]",True,0.46193408966064453
0.5,0.25,11,21,1.85,17,73,"[0, 1, 0, 0, 0, 1, 0, -1, 1, -1, -1]","[0, 1, 0, 0, 0, 1, 0, 16, 1, 16, 16]","[0, 0, 0, 0, -1, 1, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[-4, 5, 4, -1, -6, -6, 4, 5, -8, -4, 6, 7, -3, -3, -1, 8, 0, 5, 0, 6, -3]","[0, 1, 0, 0, 0, 1, 0, 16, 1, 16, 16]",True,0.4140040874481201
0.5,0.25,11,21,1.85,17,74,"[-1, 0, -1, 0, 1, 0, 1, 0, 0, -1, 1]","[16, 0, 16, 0, 1, 0, 1, 0, 0, 16, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 3, 0, 2, 6, 7, 8, 5, -3, 3, 3, 5, -7, -2, -6, -5, 7, 1, 8, 5, -5]","[16, 0, 16, 0, 1, 0, 1, 0, 0, 16, 1]",True,0.42940592765808105
0.5,0.25,11,21,1.85,17,75,"[-1, -1, 1, 0, 0, 0, 1, -1, 0, 1, 0]","[16, 16, 1, 0, 0, 0, 1, 16, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-2, -1, 4, -3, -2, -8, -1, 1, 6, 7, -6, -8, 5, -4, 5, -4, 4, 4, 4, -4, 3]","[16, 16, 1, 0, 0, 0, 1, 16, 0, 1, 0]",True,0.374453067779541
0.5,0.25,11,21,1.85,17,76,"[1, 1, -1, 0, 0, 0, 0, 1, -1, -1, 0]","[1, 1, 16, 0, 0, 0, 0, 1, 16, 16, 0]","[0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 1, -1, 0, 0, 1, 0, 0]","[-8, -4, -7, 6, 7, 7, -4, 6, 4, -6, 6, 5, -2, -7, -8, -2, 1, 1, -9, -7, -5]","[1, 1, 16, 0, 0, 0, 0, 1, 16, 16, 0]",True,0.36330413818359375
0.5,0.25,11,21,1.85,17,77,"[-1, -1, 0, 0, 1, -1, 0, 1, 0, 1, 0]","[16, 16, 0, 0, 1, 16, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, -1, 0]","[5, 7, -2, 8, -9, -1, 6, 0, 6, -2, 4, -2, 6, -6, 0, 6, 4, 7, 4, 6, 2]","[16, 16, 0, 0, 1, 16, 0, 1, 0, 1, 0]",True,0.4273490905761719
0.5,0.25,11,21,1.85,17,78,"[0, 1, -1, 0, 0, 1, 1, 0, 0, -1, -1]","[0, 1, 16, 0, 0, 1, 1, 0, 0, 16, 16]","[0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[2, -1, 5, -4, -2, -6, 3, 3, 3, 4, -4, -2, -8, 4, 5, 2, 8, 3, -4, -2, -5]","[0, 1, 16, 0, 0, 1, 1, 0, 0, 16, 16]",True,0.4593338966369629
0.5,0.25,11,21,1.85,17,79,"[-1, -1, 1, 0, 0, 0, -1, 0, 1, 1, 0]","[16, 16, 1, 0, 0, 0, 16, 0, 1, 1, 0]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 8, -6, -7, -6, 1, -8, -6, 0, -3, -4, 2, 2, -8, -1, -3, -4, -4, 4, -3, 3]","[16, 16, 1, 0, 0, 0, 16, 0, 1, 1, 0]",True,0.4707760810852051
0.5,0.25,11,21,1.85,17,80,"[-1, 0, 0, -1, 0, 0, 0, -1, 1, 1, 1]","[16, 0, 0, 16, 0, 0, 0, 16, 1, 1, 1]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, -1, 0, -1, -1, 0, 0, 0, 0, 0, 0, -1]","[-7, -2, -7, 2, -1, -8, 5, 4, -3, 7, -7, -5, 0, 6, 6, 4, -5, 4, -7, -5, -6]","[16, 0, 0, 16, 0, 0, 0, 16, 1, 1, 1]",True,0.430466890335083
0.5,0.25,11,21,1.85,17,81,"[0, -1, -1, 0, 0, 1, 0, 1, -1, 0, 1]","[0, 16, 16, 0, 0, 1, 0, 1, 16, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, -1, -1, 1, 0, 1]","[6, -6, 6, 4, 8, -7, -5, -7, 2, -1, 0, 5, 7, 0, -4, 5, -5, 0, 1, -1, -2]","[0, 16, 16, 0, 0, 1, 0, 1, 16, 0, 1]",True,0.36049413681030273
0.5,0.25,11,21,1.85,17,82,"[-1, 1, 1, 0, 1, -1, -1, 0, 0, 0, 0]","[16, 1, 1, 0, 1, 16, 16, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]","[-6, -1, 0, -1, -4, 7, -2, -3, 5, -7, -5, -8, -5, -1, 1, 7, 5, 0, 1, -5, -5]","[16, 1, 1, 0, 1, 16, 16, 0, 0, 0, 0]",True,0.4262411594390869
0.5,0.25,11,21,1.85,17,83,"[0, -1, 0, 1, 1, 0, 0, 0, -1, 1, -1]","[0, 16, 0, 1, 1, 0, 0, 0, 16, 1, 16]","[-1, 0, 1, -1, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[7, -3, 4, -1, 6, 1, 3, -1, -5, -1, 1, 1, -4, -3, -2, -8, 2, -1, -5, 1, 2]","[10, 14, 1, 11, 16, 1, 8, 14, 10, 14, 2]",False,0.34009289741516113
0.5,0.25,11,21,1.85,17,84,"[-1, -1, 1, 0, 0, 0, 0, -1, 0, 1, 1]","[16, 16, 1, 0, 0, 0, 0, 16, 0, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]","[6, -6, -4, 0, 6, 5, -2, 6, 4, -7, 7, 2, 3, 6, 5, 4, 5, -2, -5, 0, 5]","[16, 16, 1, 0, 0, 0, 0, 16, 0, 1, 1]",True,0.4250168800354004
0.5,0.25,11,21,1.85,17,85,"[0, -1, 1, 0, 0, -1, 0, 0, 1, 1, -1]","[0, 16, 1, 0, 0, 16, 0, 0, 1, 1, 16]","[0, 1, 1, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0]","[-4, 0, 1, -3, 8, -5, 8, -4, 6, -3, -5, -5, 8, 4, -2, -2, -6, -3, -2, 0, -3]","[0, 16, 1, 0, 0, 16, 0, 0, 1, 1, 16]",True,0.3734560012817383
0.5,0.25,11,21,1.85,17,86,"[0, -1, 0, 1, -1, 1, 0, 0, 1, -1, 0]","[0, 16, 0, 1, 16, 1, 0, 0, 1, 16, 0]","[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[-6, 5, 8, -1, 2, 2, 0, 2, 0, 8, 2, 8, 8, 5, -7, -1, 8, -4, 1, -5, 6]","[0, 16, 0, 1, 16, 1, 0, 0, 1, 16, 0]",True,0.3794989585876465
0.5,0.25,11,21,1.85,17,87,"[0, 0, 1, 1, -1, 0, 0, 1, -1, -1, 0]","[0, 0, 1, 1, 16, 0, 0, 1, 16, 16, 0]","[-1, -1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, -1, 0, 0, 0, 1, -1, 0, 1, -1]","[-2, 7, 2, -4, 5, 5, 7, -1, -2, 4, 3, 5, -7, -8, -2, -8, 5, 7, 5, -5, 0]","[0, 0, 1, 1, 16, 0, 0, 1, 16, 16, 0]",True,0.4852790832519531
0.5,0.25,11,21,1.85,17,88,"[0, 0, 1, 0, -1, 0, 1, 0, -1, -1, 1]","[0, 0, 1, 0, 16, 0, 1, 0, 16, 16, 1]","[-1, 1, -1, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[8, -7, -4, 4, 7, 2, -8, 1, -7, 3, 4, -5, 3, 4, -8, 5, -5, -1, -2, 5, 2]","[0, 0, 1, 0, 16, 0, 1, 0, 16, 16, 1]",True,0.4478490352630615
0.5,0.25,11,21,1.85,17,89,"[-1, 1, -1, 1, 0, 0, 0, -1, 0, 0, 1]","[16, 1, 16, 1, 0, 0, 0, 16, 0, 0, 1]","[0, 0, 0, 0, 0, -1, 0, 1, -1, 0, -1, -1, 0, 0, 0, 0, 1, 0, 0, 0, -1]","[8, -5, 3, -7, -3, -3, -1, -3, -1, -5, -2, 3, -5, -6, -3, 0, 7, -8, 7, -4, -6]","[16, 1, 16, 1, 0, 0, 0, 16, 0, 0, 1]",True,0.4264838695526123
0.5,0.25,11,21,1.85,17,90,"[0, 1, 0, -1, 0, 0, 1, 1, -1, 0, -1]","[0, 1, 0, 16, 0, 0, 1, 1, 16, 0, 16]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 5, -4, -1, -8, -6, -8, 5, 5, -2, 3, -7, 1, 7, 7, 8, -7, 8, -2, 6, 0]","[0, 1, 0, 16, 0, 0, 1, 1, 16, 0, 16]",True,0.4269387722015381
0.5,0.25,11,21,1.85,17,91,"[1, 0, 0, 0, -1, 1, -1, 0, 1, 0, -1]","[1, 0, 0, 0, 16, 1, 16, 0, 1, 0, 16]","[0, 0, 0, 1, 0, -1, -1, 0, 1, 0, -1, 0, -1, 0, 1, 0, 1, -1, 0, 0, 0]","[0, 7, 0, 6, -8, 1, -5, 6, 7, -3, 2, 0, 1, 0, -5, -1, 1, 5, -6, 7, -7]","[1, 0, 0, 0, 16, 1, 16, 0, 1, 0, 16]",True,0.4222750663757324
0.5,0.25,11,21,1.85,17,92,"[1, -1, 0, 1, 0, -1, -1, 0, 0, 0, 1]","[1, 16, 0, 1, 0, 16, 16, 0, 0, 0, 1]","[0, 1, -1, 1, 0, 1, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]","[-3, 6, -6, -7, -3, -6, 8, -4, 0, -5, 5, 2, -2, 2, -1, -6, -5, 3, 2, 2, -4]","[2, 9, 0, 2, 2, 12, 13, 4, 5, 11, 13]",False,0.4049851894378662
0.5,0.25,11,21,1.85,17,93,"[-1, -1, 0, 0, -1, 0, 1, 1, 0, 0, 1]","[16, 16, 0, 0, 16, 0, 1, 1, 0, 0, 1]","[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, 0, 1, 0, -1]","[7, -1, -5, -4, 0, -1, -6, -7, 1, 3, 8, 5, -2, -7, 4, -6, -4, 7, 7, -8, -5]","[16, 16, 0, 0, 16, 0, 1, 1, 0, 0, 1]",True,0.38088393211364746
0.5,0.25,11,21,1.85,17,94,"[0, 0, 1, -1, -1, 0, 1, 0, -1, 1, 0]","[0, 0, 1, 16, 16, 0, 1, 0, 16, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-7, 7, -7, -7, -1, -6, 1, -6, -5, 2, -2, 7, 6, 5, 4, -3, -2, 8, 5, 3, 3]","[0, 0, 1, 16, 16, 0, 1, 0, 16, 1, 0]",True,0.3551599979400635
0.5,0.25,11,21,1.85,17,95,"[0, 1, 0, 0, -1, 0, 1, -1, -1, 1, 0]","[0, 1, 0, 0, 16, 0, 1, 16, 16, 1, 0]","[0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[2, -4, 3, 6, -1, 7, 2, 4, -7, -8, -4, 2, 7, -6, -2, 2, -1, -3, 8, -4, -5]","[0, 1, 0, 0, 16, 0, 1, 16, 16, 1, 0]",True,0.41651487350463867
0.5,0.25,11,21,1.85,17,96,"[0, 1, 1, -1, 0, 0, -1, -1, 0, 1, 0]","[0, 1, 1, 16, 0, 0, 16, 16, 0, 1, 0]","[1, 0, -1, -1, 0, 0, 1, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[-1, -6, 7, 9, 0, 6, 0, -4, -7, 0, 0, -8, 0, -7, -1, -6, 5, 5, -7, -1, -3]","[0, 1, 1, 16, 0, 0, 16, 16, 0, 1, 0]",True,0.459028959274292
0.5,0.25,11,21,1.85,17,97,"[1, 0, 1, -1, 0, 0, -1, 0, 0, -1, 1]","[1, 0, 1, 16, 0, 0, 16, 0, 0, 16, 1]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, -1, 0, 0, 0, 0]","[-6, 3, 5, 4, -3, -3, 3, 0, -1, 4, 0, -3, 6, -7, -5, -6, -7, -3, 6, 2, -7]","[1, 0, 1, 16, 0, 0, 16, 0, 0, 16, 1]",True,0.4087998867034912
0.5,0.25,11,21,1.85,17,98,"[1, 0, 0, 0, -1, 0, -1, 0, -1, 1, 1]","[1, 0, 0, 0, 16, 0, 16, 0, 16, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0]","[2, -7, -3, -4, 3, -5, -5, -4, -9, -2, 8, 9, 3, 8, 3, 7, 7, 3, 1, 2, -1]","[1, 0, 0, 0, 16, 0, 16, 0, 16, 1, 1]",True,0.331679105758667
0.5,0.25,11,21,1.85,17,99,"[0, 0, -1, 0, 1, -1, 1, 0, 0, 1, -1]","[0, 0, 16, 0, 1, 16, 1, 0, 0, 1, 16]","[0, 0, 0, 0, 1, -1, -1, 0, 0, 1, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 1]","[4, -3, -8, 7, 3, -2, 6, 7, 2, 2, 8, 2, -3, -3, 2, -7, 4, -8, 7, 4, -9]","[0, 0, 16, 0, 1, 16, 1, 0, 0, 1, 16]",True,0.4468858242034912
0.5,0.25,11,21,1.85,17,100,"[0, 0, 1, 0, 0, -1, -1, -1, 0, 1, 1]","[0, 0, 1, 0, 0, 16, 16, 16, 0, 1, 1]","[0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, -1, 0, 0, 0]","[6, -3, -2, 1, -6, 1, -1, 2, 0, -8, 4, 0, -9, -3, 1, 3, -7, -6, -4, 0, 2]","[0, 0, 1, 0, 0, 16, 16, 16, 0, 1, 1]",True,0.37018799781799316
0.5,0.25,11,21,1.85,17,101,"[-1, 0, 1, 0, -1, 0, -1, 0, 1, 0, 1]","[16, 0, 1, 0, 16, 0, 16, 0, 1, 0, 1]","[0, 0, 0, -1, 0, 1, 0, 0, 0, -1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[-3, -7, 3, -2, -5, -1, -2, -3, 5, 8, 5, -3, 5, 2, -5, -2, 1, 7, -7, -4, -2]","[16, 0, 1, 0, 16, 0, 16, 0, 1, 0, 1]",True,0.35970401763916016
0.5,0.25,11,21,1.85,17,102,"[-1, 0, -1, 0, 0, 1, 0, 1, -1, 0, 1]","[16, 0, 16, 0, 0, 1, 0, 1, 16, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0]","[-5, 2, 1, 7, 7, -4, -4, 4, 0, 3, 4, 3, -6, -1, 8, -3, -3, 8, 7, -7, 1]","[16, 0, 16, 0, 0, 1, 0, 1, 16, 0, 1]",True,0.4288020133972168
0.5,0.25,11,21,1.85,17,103,"[1, 0, -1, 1, 0, -1, 1, -1, 0, 0, 0]","[1, 0, 16, 1, 0, 16, 1, 16, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 0, 0, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, -5, -8, 2, -8, -8, 1, -3, 1, -2, 4, 2, 5, -1, 5, -4, 3, -3, 1, 5, -6]","[1, 0, 16, 1, 0, 16, 1, 16, 0, 0, 0]",True,0.4223971366882324
0.5,0.25,11,21,1.85,17,104,"[0, 0, 0, -1, -1, 0, 1, 1, -1, 0, 1]","[0, 0, 0, 16, 16, 0, 1, 1, 16, 0, 1]","[0, 0, 1, 0, -1, -1, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0]","[0, 2, -7, -1, -5, 4, -4, 6, 5, 0, 8, -1, -4, -8, 2, -1, 7, -6, -1, 3, -5]","[11, 1, 15, 13, 5, 14, 12, 4, 6, 1, 10]",False,0.39679980278015137
0.5,0.25,11,21,1.85,17,105,"[0, 0, 0, -1, 1, 0, -1, 1, -1, 0, 1]","[0, 0, 0, 16, 1, 0, 16, 1, 16, 0, 1]","[0, 1, 1, 0, 0, 0, -1, 0, 0, 0, 0, 1, -1, 1, 0, 1, 1, 0, 0, 0, 0]","[6, 6, 1, 0, 3, -4, -6, -2, -5, 2, 0, 1, 2, -8, -6, -9, -1, 1, -1, -5, -1]","[0, 0, 0, 16, 1, 0, 16, 1, 16, 0, 1]",True,0.417797327041626
0.5,0.25,11,21,1.85,17,106,"[-1, 0, -1, 1, 1, -1, 1, 0, 0, 0, 0]","[16, 0, 16, 1, 1, 16, 1, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0]","[-2, -6, -3, -6, -1, 5, 7, 5, 5, 3, -6, 3, 4, -7, 1, -8, -5, 7, -3, 5, -1]","[16, 0, 16, 1, 1, 16, 1, 0, 0, 0, 0]",True,0.4559760093688965
0.5,0.25,11,21,1.85,17,107,"[-1, -1, 0, 0, 1, 1, 1, 0, 0, -1, 0]","[16, 16, 0, 0, 1, 1, 1, 0, 0, 16, 0]","[0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 1, -1, 1, 0, 0, 1, 1, 0]","[5, -6, 1, -2, 3, 5, 1, 5, 1, -7, 4, -7, 1, 3, -3, -8, 7, 3, 2, 3, -7]","[16, 16, 0, 0, 1, 1, 1, 0, 0, 16, 0]",True,0.4648020267486572
0.5,0.25,11,21,1.85,17,108,"[0, -1, 1, 0, 0, -1, -1, 0, 1, 1, 0]","[0, 16, 1, 0, 0, 16, 16, 0, 1, 1, 0]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0]","[1, 0, 5, 5, -1, 0, 0, 2, -7, 5, -8, -1, 6, -8, -6, -4, 8, -2, 1, -1, 3]","[0, 16, 1, 0, 0, 16, 16, 0, 1, 1, 0]",True,0.4110710620880127
0.5,0.25,11,21,1.85,17,109,"[1, 0, 1, 1, 0, -1, 0, 0, -1, 0, -1]","[1, 0, 1, 1, 0, 16, 0, 0, 16, 0, 16]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 4, 6, 1, 3, 7, 0, -2, 7, -1, -4, 4, 6, 3, 2, -4, 3, 3, -6, 7, 5]","[1, 0, 1, 1, 0, 16, 0, 0, 16, 0, 16]",True,0.3382108211517334
0.5,0.25,11,21,1.85,17,110,"[0, 0, 0, 0, 0, 1, -1, -1, -1, 1, 1]","[0, 0, 0, 0, 0, 1, 16, 16, 16, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, -1, 0, 0, 0]","[1, 5, -4, 6, -3, -6, -5, 6, 0, -5, -3, 8, 2, 2, -7, -5, 0, 9, 2, -8, -7]","[0, 0, 0, 0, 0, 1, 16, 16, 16, 1, 1]",True,0.37764906883239746
0.5,0.25,11,21,1.85,17,111,"[-1, 0, 1, 0, 1, -1, 0, 1, 0, -1, 0]","[16, 0, 1, 0, 1, 16, 0, 1, 0, 16, 0]","[1, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0]","[6, -7, -6, -1, 7, 6, 5, 6, 4, 1, 3, 0, -8, 7, -7, -7, 1, 1, -5, -5, 2]","[16, 0, 1, 0, 1, 16, 0, 1, 0, 16, 0]",True,0.4378681182861328
0.5,0.25,11,21,1.85,17,112,"[-1, 0, 0, 1, -1, 0, 0, 1, 1, 0, -1]","[16, 0, 0, 1, 16, 0, 0, 1, 1, 0, 16]","[0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 3, -6, 4, -7, -4, -7, -3, -8, 5, 4, -4, -6, -3, 6, 7, 6, -4, 4, -3, -7]","[16, 0, 0, 1, 16, 0, 0, 1, 1, 0, 16]",True,0.38803791999816895
0.5,0.25,11,21,1.85,17,113,"[1, 0, -1, -1, 1, 0, 0, 1, -1, 0, 0]","[1, 0, 16, 16, 1, 0, 0, 1, 16, 0, 0]","[1, -1, 0, 1, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 6, -8, -3, -4, -6, -1, 7, 3, -4, 7, 7, 2, -5, -4, 4, -5, -4, 6, -5, 0]","[1, 0, 16, 16, 1, 0, 0, 1, 16, 0, 0]",True,0.3944668769836426
0.5,0.25,11,21,1.85,17,114,"[0, 1, -1, 0, 0, 1, -1, 0, 0, -1, 1]","[0, 1, 16, 0, 0, 1, 16, 0, 0, 16, 1]","[0, -1, 1, 0, -1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-7, 1, 1, 2, -5, -4, 8, 0, 3, 5, 2, -4, -4, 2, -7, -7, -8, -3, -3, -5, 1]","[0, 1, 16, 0, 0, 1, 16, 0, 0, 16, 1]",True,0.4515688419342041
0.5,0.25,11,21,1.85,17,115,"[1, 0, 0, -1, 1, 0, -1, 0, 1, -1, 0]","[1, 0, 0, 16, 1, 0, 16, 0, 1, 16, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1]","[-4, -7, -2, -7, -1, -3, -1, 6, 1, -8, 1, -8, 4, -5, -2, -2, -8, 5, -4, 4, -7]","[1, 0, 0, 16, 1, 0, 16, 0, 1, 16, 0]",True,0.4424588680267334
0.5,0.25,11,21,1.85,17,116,"[0, -1, 0, -1, 1, 0, 1, 1, 0, 0, -1]","[0, 16, 0, 16, 1, 0, 1, 1, 0, 0, 16]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, -1, -1, 0, 0, 1, 0]","[-2, -1, -2, -6, -8, 3, 0, 7, 1, -7, -8, -5, 0, -2, -2, 4, 6, 1, -3, 5, 7]","[0, 16, 0, 16, 1, 0, 1, 1, 0, 0, 16]",True,0.34063100814819336
0.5,0.25,11,21,1.85,17,117,"[-1, -1, 0, 1, 1, 0, 1, 0, 0, -1, 0]","[16, 16, 0, 1, 1, 0, 1, 0, 0, 16, 0]","[0, 0, -1, 0, 0, -1, 0, 1, 0, 0, 0, 1, 1, -1, 0, 1, 0, 1, 0, 0, -1]","[-6, 4, -6, 2, 0, -6, -4, 4, 9, 0, -6, -1, 5, 10, -7, 3, 3, 7, 1, 4, 8]","[3, 3, 14, 5, 16, 10, 10, 15, 16, 12, 3]",False,0.3334958553314209
0.5,0.25,11,21,1.85,17,118,"[0, 1, 1, -1, -1, 0, 1, 0, 0, -1, 0]","[0, 1, 1, 16, 16, 0, 1, 0, 0, 16, 0]","[0, 1, 0, 1, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, -1, 0, -1, 0, 0, 0, 0]","[8, -1, -8, -8, 2, 4, 8, -2, 1, 0, -6, 5, -7, 6, -1, -1, 2, 8, -1, -2, -6]","[0, 1, 1, 16, 16, 0, 1, 0, 0, 16, 0]",True,0.40488100051879883
0.5,0.25,11,21,1.85,17,119,"[-1, 0, 0, -1, -1, 1, 1, 1, 0, 0, 0]","[16, 0, 0, 16, 16, 1, 1, 1, 0, 0, 0]","[0, 1, 1, -1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, -1, 0, 0, -1]","[-8, -1, -2, -2, -1, 3, -7, -5, -1, -3, 5, 7, -9, -1, 6, 6, -3, 8, 4, 5, -9]","[11, 10, 14, 5, 14, 6, 10, 13, 10, 9, 13]",False,0.4475860595703125
0.5,0.25,11,21,1.85,17,120,"[1, 0, -1, 1, 0, -1, -1, 1, 0, 0, 0]","[1, 0, 16, 1, 0, 16, 16, 1, 0, 0, 0]","[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 1, -4, -5, -3, -7, 4, 4, -7, 0, 8, 0, 1, 4, 8, 6, 0, 8, -4, -1, -5]","[1, 0, 16, 1, 0, 16, 16, 1, 0, 0, 0]",True,0.42136693000793457
0.5,0.25,11,21,1.85,17,121,"[1, 1, 0, 0, 0, -1, 0, -1, -1, 1, 0]","[1, 1, 0, 0, 0, 16, 0, 16, 16, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, -1, 0, 0, 0, -1, 0]","[-6, -2, 5, 8, 7, -8, -9, 7, 7, 6, -8, 5, -3, -3, 5, 8, -5, -4, -7, -4, -5]","[1, 1, 0, 0, 0, 16, 0, 16, 16, 1, 0]",True,0.35813403129577637
